
*******************step:      0 ; time =   0.0000E+00
  1.6060E-02  7.6004E-01  7.5751E-01  7.6249E-01  4.9189E+00  7.1268E-02  7.9729E+00  0.0000E+00  0.0000E+00  0.0000E+00  4.0043E+00  4.7741E-02  6.4951E+00  7.5522E+00  7.0754E+00  8.0710E+00  1.1045E+01  1.2477E+00  2.0861E+01  1.6670E+02  1.7357E+01  3.0613E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.2180E+01 -2.0863E+01  1.6377E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E-01  2.0000E-01  2.0000E-01  9.9100E-01  9.9081E-01  9.9119E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.5372E-02  7.6007E-01  7.5750E-01  7.6249E-01  5.0226E+00  2.6636E-01  8.0979E+00  3.4008E-01  7.5744E-04  6.4931E-01  4.0749E+00  5.3103E-02  6.5827E+00  6.4763E+00  6.0759E+00  6.9238E+00  1.1837E+01  3.4978E+00  2.0563E+01  1.5332E+02  4.3916E+01  2.6685E+02  1.9724E+00  3.5753E-03  5.3755E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.2405E+01 -2.0527E+01  1.6417E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E-01  2.0000E-01  2.0000E-01  9.9099E-01  9.9081E-01  9.9119E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.1907E-02  7.5986E-01  7.5752E-01  7.6246E-01  5.2048E+00  4.7321E-01  8.3255E+00  6.4934E-01  1.6335E-03  1.1990E+00  4.2056E+00  9.5371E-03  6.7574E+00  5.6709E+00  5.2964E+00  6.0230E+00  1.3057E+01  5.9517E+00  2.0983E+01  1.4758E+02  6.7212E+01  2.4269E+02  3.3942E+00  3.5721E-04  8.3124E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.2834E+01 -2.0949E+01  1.6743E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E-01  2.0000E-01  2.0000E-01  9.9101E-01  9.9082E-01  9.9119E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.6397E-02  7.6000E-01  7.5753E-01  7.6248E-01  5.4586E+00  6.5352E-01  8.6800E+00  9.4200E-01  8.1990E-03  1.7165E+00  4.3918E+00  2.6081E-02  7.0117E+00  4.9724E+00  4.6610E+00  5.2978E+00  1.4606E+01  8.3268E+00  2.2882E+01  1.4506E+02  8.2833E+01  2.2767E+02  4.9521E+00  3.1947E-02  1.0403E+01  0.0000E+00  0.0000E+00  0.0000E+00  1.3454E+01 -2.2839E+01  1.7871E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E-01  2.0000E-01  2.0000E-01  9.9100E-01  9.9081E-01  9.9119E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.1930E-01  7.5992E-01  7.5752E-01  7.6248E-01  5.7804E+00  8.3966E-01  9.1599E+00  1.2265E+00  1.3565E-02  2.2144E+00  4.6311E+00  6.2323E-02  7.3670E+00  4.4212E+00  4.1382E+00  4.7005E+00  1.6425E+01  1.0922E+01  2.4928E+01  1.4482E+02  9.5946E+01  2.2138E+02  6.8132E+00  4.3274E-02  1.3099E+01  0.0000E+00  0.0000E+00  0.0000E+00  1.4243E+01 -2.4928E+01  1.8699E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E-01  2.0000E-01  2.0000E-01  9.9101E-01  9.9081E-01  9.9119E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.4091E-01  7.5994E-01  7.5750E-01  7.6248E-01  6.1680E+00  1.0310E+00  9.7249E+00  1.5091E+00  4.8773E-03  2.7188E+00  4.9226E+00  1.2994E-02  7.8171E+00  3.9479E+00  3.6980E+00  4.2000E+00  1.8476E+01  1.3672E+01  2.6813E+01  1.4588E+02  1.0675E+02  2.1390E+02  8.8574E+00  6.5544E-02  1.5978E+01  0.0000E+00  0.0000E+00  0.0000E+00  1.5205E+01 -2.6825E+01  2.0048E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E-01  2.0000E-01  2.0000E-01  9.9100E-01  9.9081E-01  9.9119E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.6145E-01  7.5986E-01  7.5751E-01  7.6247E-01  6.6205E+00  1.1976E+00  1.0382E+01  1.7949E+00  2.5873E-03  3.2536E+00  5.2656E+00  1.1087E-03  8.3335E+00  3.5541E+00  3.3246E+00  3.7710E+00  2.0741E+01  1.6464E+01  2.8597E+01  1.4700E+02  1.1798E+02  1.9455E+02  1.1070E+01  3.4687E-02  2.0112E+01  0.0000E+00  0.0000E+00  0.0000E+00  1.6329E+01 -2.8606E+01  2.1742E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E-01  2.0000E-01  2.0000E-01  9.9101E-01  9.9082E-01  9.9119E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.8110E-01  7.5992E-01  7.5752E-01  7.6249E-01  7.1384E+00  1.3599E+00  1.1148E+01  2.0878E+00  8.7581E-03  3.8189E+00  5.6604E+00  1.6351E-02  8.9226E+00  3.2032E+00  3.0002E+00  3.4015E+00  2.3237E+01  1.8130E+01  2.9731E+01  1.4869E+02  1.1712E+02  1.9765E+02  1.3462E+01  2.6567E-01  2.5393E+01  0.0000E+00  0.0000E+00  0.0000E+00  1.7623E+01 -2.9447E+01  2.3542E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E-01  2.0000E-01  2.0000E-01  9.9101E-01  9.9081E-01  9.9119E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.9996E-01  7.5995E-01  7.5750E-01  7.6247E-01  7.7239E+00  1.5245E+00  1.1997E+01  2.3909E+00  3.9165E-03  4.3719E+00  6.1095E+00  1.4812E-02  9.5929E+00  2.9003E+00  2.7213E+00  3.0835E+00  2.5971E+01  1.9589E+01  3.3392E+01  1.5053E+02  1.1006E+02  1.9283E+02  1.6128E+01  2.9743E-01  3.1838E+01  0.0000E+00  0.0000E+00  0.0000E+00  1.9091E+01 -3.2440E+01  2.4064E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E-01  2.0000E-01  2.0000E-01  9.9100E-01  9.9081E-01  9.9119E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.1814E-01  7.5998E-01  7.5751E-01  7.6247E-01  8.3775E+00  1.6936E+00  1.2939E+01  2.7073E+00  2.8774E-02  4.9381E+00  6.6130E+00  7.8248E-02  1.0337E+01  2.6365E+00  2.4759E+00  2.8032E+00  2.8937E+01  2.1720E+01  3.6662E+01  1.5229E+02  1.1084E+02  1.9380E+02  1.8903E+01  2.5609E-01  3.6977E+01  0.0000E+00  0.0000E+00  0.0000E+00  2.0739E+01 -3.5482E+01  2.5495E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E-01  2.0000E-01  2.0000E-01  9.9100E-01  9.9081E-01  9.9119E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
